id;cod_mec;cnpj;desc_nome;municipio;uf;desc_rede;endereco;endereco_nro;endereco_bairro;endereco_compl;endereco_cep
22;12022969;63605600000000;ESC ASSOCIACAO MODELAR DE ENSINO A M E;RIO BRANCO;AC;Particular;RUA ANTONIO PINHEIRO SOBRINHO;521;SANTA QUITERIA;;69914355
1797;27225984;1730690000000;COLEGIO NOSSA SENHORA DA CONCEICAO APARECIDA;MACEIO;AL;Particular;MONTE CASTELO;516;VERGEL DO LAGO;;57015130
1801;27035514;4670530000000;COLEGIO SANTA TEREZA;MACEIO;AL;Particular;DA MANGUEIRA;100;VERGEL DO LAGO;1A CRE;57015330
1802;14748;;COL MARIA JOSE OMENA;MACEIO;AL;Particular;GETULIO CORREIA LIMA;144;VERGEL DO LAGO;;57015340
1844;27223191;960706000000;COLEGIO GALILEU;MACEIO;AL;Particular;COMENDADOR LEAO;606;POCO;;57025000
1860;27047083;1087510000000;INSTITUTO EDUCACIONAL PAJUCARA;MACEIO;AL;Particular;RUA LAFAYETE PACHECO;165;PONTA DA TERRA;;57030350
1861;27048225;11085300000000;ESC EDUC BAS PARAISO DAS AGUAS LTDA;MACEIO;AL;Particular;QUINTINO BOCAIUVA;93;PONTA DA TERRA;;57030570
1875;27036626;8623790000000;ESCOLA SAO RAPHAEL;MACEIO;AL;Particular;PREFEITO ABDON ARROXELAS;940;PONTA VERDE;;57035380
1885;27038688;12832400000000;COLEGIO GUIMARAES;MACEIO;AL;Particular;PAULO FALCAO;1086;JATIUCA;13A CRE;57036390
1909;27047059;11396200000000;ESCOLA MOURA CARVALHO;MACEIO;AL;Particular;AURORA;15;JACINTINHO;;57040210
1952;27223752;24171300000000;COLEGIO RUSSELL;MACEIO;AL;Particular;DONA MARIA ALVES DE MELO;503;FAROL;PINHEIRO;57042250
1973;27230627;7793600000000;COLEGIO VILA RICA;MACEIO;AL;Particular;MENINO MARCELO;NULL;SERRARIA;13ACRE;57046000
1989;27036510;12394300000000;ESCOLA DIOGENES JUCA BERNARDES;MACEIO;AL;Particular;RUA ANTENOR MARINHO DE MELO;16;FAROL;;57050390
2023;27223329;12371000000000;CENTRO PEDAGOGICO PAULO FREIRE;MACEIO;AL;Particular;DOS ARTISTAS;40;TABULEIRO DOS MARTINS;14ACRE;57060030
2028;27269000;7273790000000;COLEGIO DIOGO MARCOS;MACEIO;AL;Particular;SANTA LUZIA;3;VILLAGE CAMPESTRE II;TABULEIRO DO MARTINS;57060150
2055;27046443;12711600000000;COLEGIO BATISTA MORIAH LTDA;MACEIO;AL;Particular;RUA GUIOMAR OMENA;NULL;TABULEIRO DO MARTINS;LOT JD PETROPOLIS II;57062640
2061;27299007;1756470000000;ESCOLA DE EDUCACAO BASICA JARDIM DA INFANCIA;MACEIO;AL;Particular;DA PRAIA;16;FERNAO VELHO;;57070090
2072;27282007;1830390000000;COLEGIO RUI BARBOSA;MACEIO;AL;Particular;MUNIZ FALCAO;774;CLIMA BOM;;57071130
2093;27046907;3057870000000;ESCOLA DE EDUCACAO BASICA NOVA VIDA;MACEIO;AL;Particular;MARIA VITORIA CALHEIROS GATTO;NULL;CIDADE UNIVERSITARIA GRACILIANO RAMOS;LOTEAMENTO ACAUA;57073120
2096;27047440;11241400000000;ESCOLA DE 1O GRAU SAO MATHEUS;MACEIO;AL;Particular;RUA 25, QUADRA C3;497;CIDADE UNIVERSITARIA;GRACILIANO RAMOS;57073340
2143;27351017;;ESCOLA NOSSA SENHORA DOS PRAZERES;MACEIO;AL;Particular;ANTONIO DE ANDRADE;NULL;TABULEIRO DOS MARTINS;;57082610
2148;27046362;;ATUAL CURSOS EDUCACAO BASICA;MACEIO;AL;Particular;ZACARIAS FONTAN DE MELO;3;TABULEIRO DO MARTINS;TABULEIRO NOVO;57082845
2167;27370011;1130490000000;ESCOLA DE EDUCACAO BASICA SANTA JULIANA;MACEIO;AL;Particular;A-40;95;TABULEIRO DO MARTINS;QUADRA B 39;57084040
2171;27047245;10893700000000;CENTRO EDUCACIONAL TABERNACULO;MACEIO;AL;Particular;A-40;145;BENEDITO BENTES I;;57084040
2227;27226000;4189730000000;ESCOLA DE ENSINO FUNDAMENTAL E MEDIO CRIATVA LTDA;PILAR;AL;Particular;PRACA FLORIANO PEIXOTO;264;CENTRO;;57150000
2256;27226166;10831400000000;ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PINGO DE GENTE;PENEDO;AL;Particular;RODOVIA ENG JOAQUIM GONCALVES;NULL;DOM CONSTANTINO;;57200000
2284;27047792;11155100000000;ESCOLA DE EDUCACAO BASICA SONHO MEU;SAO MIGUEL DOS CAMPOS;AL;Particular;RUA SAO CRISTOVAO;192;FATIMA;;57240000
2291;27214117;2439270000000;ESCOLA DE EDUCACAO BASICA JESUS BOM PASTOR;TEOTONIO VILELA;AL;Particular;RUA AGENOR LUCIO DE LIMA;154;SAO MIGUEL;;57265000
2316;27284000;69987500000000;ESCOLA DE ENSINO FUNDAMENTAL SANTA IZABEL;ARAPIRACA;AL;Particular;LUZIVALDO BARBOSA MARQUES;50;SAO LUIZ;;57301380
2385;27216632;24467500000000;COLEGIO IMACULADA CONCEICAO;OLHO DAGUA DAS FLORES;AL;Particular;RUA MARECHAL DEODORO DA FONSECA;743;CENTRO;;57442000
2445;27237800;70017500000000;EDUCANDARIO SAGRADO CORACAO DE JESUS;MARIBONDO;AL;Particular;AV SENADOR ARNON DE MELO;NULL;CENTRO;;57670000
2449;27339017;;ESCOLINHA ESTRELA GUIA;BOCA DA MATA;AL;Particular;RUA JOSE PAULO DOS SANTOS;332;CENTRO;;57680000
2495;27047040;8451120000000;EDUCANDARIO MARIA JOSE DE ALENCAR;IBATEGUARA;AL;Particular;RUA PROJETADA;52;CENTRO;;57890000
2530;27048870;;ESCOLA CONQUISTA DO SABER;ARAPIRACA;AL;Particular;SANTOS DUMONT;143;BAIXAO;;57305420
5698;13025082;14177400000000;ASSOCIACAO DE CIENCIAS EDUCACAO E TECNOLOGIA DA AMAZONIA - COLEGIO MARTHA FALCAO;MANAUS;AM;Particular;NATAL;300;ADRIANOPOLIS;;69057090
5724;13026356;;CENTRO EDUC SILVIA GUERRA;MANAUS;AM;Particular;CODAJAS;570;CACHOEIRINHA;;69065130
5779;13073923;22774200000000;CENTRO EDUCACIONAL COLIBRI;MANAUS;AM;Particular;OURO PRETO;193;COROADO II;;69080430
5798;13026070;;CENTRO EDUCACIONAL BATISTA CANAA;MANAUS;AM;Particular;ROSARINHO;NULL;SAO JOSE OPERARIO;SAO JOSE I;69085070
5839;13098306;;INSTITUTO ENSINO THIAGO BRANDAO DE OLIVEIRA;MANAUS;AM;Particular;CRISTA;31;NOVO ISRAEL;;69093437
5862;13026321;63669400000000;CENTRO EDUCACIONAL RECANTO DA CRIANCA INTERATIVO;MANAUS;AM;Particular;CIRIACO;12;CIDADE NOVA;CIDADE NOVA V;69096700
5867;13025651;63734600000000;CENTRO EDUCACIONAL PARQUE DAS HORTENSIAS;MANAUS;AM;Particular;CAMETA;4;CIDADE NOVA 2;CIDADE NOVA II;69097440
5986;13098322;;CENTRO DE ENSINO SEMENTINHA DO FUTURO;MANAUS;AM;Particular;ANTONIA CARNEIRO;17;CIDADE NOVA I;CJ. R.S. PINTO 2;69095720
11428;16007735;;NUCLEO DE EDUCACAO INTEGRADA - NEI;MACAPA;AP;Particular;Creuza Mendes Holanda;1040;Muca;;68902280
11447;16009380;;CENTRO DE ENSINO PODIUM;MACAPA;AP;Particular;AV ERNESTINO BORGES;97;CENTRAL;;68908010
11518;1000004766;9135100000000;CENTRO ENS ESTACAO DA CRIANCA;AMAPA;AP;Particular;CLAUDOMIRO DE MORAIS;1390;CONGOS;;68950000
12495;1000005316;2849920000000;COL DARCY RIBEIRO;SALVADOR;BA;Particular;BARROS FALCAO;19;MATATU;;40255370
12721;29422299;96786800000000;CURSO E COLEGIO ANALISE;SALVADOR;BA;Particular;GUILHERME MARBACK;13;BOMFIM;;40415160
13472;29449723;;COLEGIO YOLANDA ROCHA;SALVADOR;BA;Particular;DA FONTE;34;ITAPUA;KM 17;41630670
13612;29435242;16189400000000;CRECHE ESCOLA APRENDENDO COM JESUS;SALVADOR;BA;Particular;VISCONDE DE ITABORAHY;41;NORDESTE DE AMARALINA;;41900000
13690;29359287;40484700000000;COLEGIO PIRAMIDE;LAURO DE FREITAS;BA;Particular;RUA TEREZA NOGUEIRA DE SOUZA;91;CENTRO;;42700000
13740;29454379;;CENTRO EDUCACIONAL DEJEANE MARTINS;LAURO DE FREITAS;BA;Particular;RUA LOTEAMENTO JARDIN TROPICAL QUADRA 2 LOTE 80;NULL;ITINGA;;42700000
13766;29398053;13248500000000;ESCOLA DOM PEDRO II;CAMACARI;BA;Particular;EIXO URBANO CENTRAL;906;CENTRO;;42800110
13795;1000002855;4860890000000;ESC EDUCAR BRINCANDO LTDA;CAMACARI;BA;Particular;DA GLORIA;23;GLEBA C;;42803010
13902;29437237;3756090000000;JUVENTUDE DA INF SIMOES FILHO;SIMOES FILHO;BA;Particular;INOCENCIO ANTONIO DA ROCHA;419;PONTO DE PARADA;;43700000
13920;29432995;14666800000000;ESCOLA SANTA RITA;CANDEIAS;BA;Particular;NOVA DO PASSE;49;CENTRO;CASA;43805110
13988;29982774;10535400000000;ESCOLA PENIEL;FEIRA DE SANTANA;BA;Particular;E - I;23;CONJUNTO FEIRA X;;44006375
14018;29387450;;ESC CASINHA FELIZ;FEIRA DE SANTANA;BA;Particular;Q 1;405;GEORGE AMERICO;;44020610
14048;29395879;34055600000000;COLEGIO BILAC;FEIRA DE SANTANA;BA;Particular;PRIMAVERA;695;PAMPALONA;;44031090
14060;29382513;;ESC PROFA JUCELIA OLIVEIRA CARNEIRO;FEIRA DE SANTANA;BA;Particular;A;13;CAMPO LIMPO;CONJ FEIRA VI;44033339
14074;29365805;13896900000000;ESCOLA VINICIUS DE MORAES;FEIRA DE SANTANA;BA;Particular;CAMINHO 1;7;CONJUNTO FEIRA V;CONJ FEIRA V;44037000
14093;29382319;4927840000000;EDUCANDARIO MEN DE SA;FEIRA DE SANTANA;BA;Particular;RUA IRAN NUMERO;149;CASEB;;44045400
14098;29442524;6957250000000;ESC ENCANTO CRIANCA;FEIRA DE SANTANA;BA;Particular;INT ABDON;1111;QUEIMADINHA;;44050024
14195;29793629;8470710000000;COLEGIO EBENEZER;FEIRA DE SANTANA;BA;Particular;RUA L CAMINHO AXX;18;FEIRA X;;44085000
14259;29442567;5480350000000;COLEGIO MUNDO MAGICO;SANTO ESTEVAO;BA;Particular;PRACA 21 DE SETEMBRO;500;CENTRO;;44190000
14281;29441714;7150580000000;COLEGIO MILENIUM;SANTO AMARO;BA;Particular;PRACA DA PURIFICACAO;78;CENTRO;CASA;44200000
14354;29999863;5442520000000;ESCOLA RECANTO DO SABER;CABACEIRAS DO PARAGUACU;BA;Particular;LOTEAMENTORECANTO DOS PEREIRAS;NULL;GEOLANDIA;;44345000
14374;29391431;1858090000000;ESCOLA CORES VIVAS;CRUZ DAS ALMAS;BA;Particular;RUA DA ASSEMBLEIA;700;CRUZ DAS ALMAS;PREDIO;44380000
14403;29170494;34444300000000;ESCOLINHA VILA SESAMO;SALINAS DA MARGARIDA;BA;Particular;RUA PRESIDENTE VARGAS;NULL;CENTRO;PREDIO;44450000
14504;29848733;;CENTRO EDUCACIONAL MEU ESPACO;SANTO ANTONIO DE JESUS;BA;Particular;URBIS III;18;URBIS 3;TERREO;44573690
14510;29400340;73829700000000;ESCOLA CRIATIVA;SANTO ANTONIO DE JESUS;BA;Particular;JURACY MAGALHAES;149;SALGADEIRA;;44574340
14682;29396778;10617000000000;CENTRO EDUCACIONAL BAU DAS LETRAS;CAMPO FORMOSO;BA;Particular;RUA QUINTINO BOCAIUVA;NULL;CENTRO;PX. AO I.E.N.S.F;44790000
14722;29428408;4295100000000;COLEGIO COMETA;IRECE;BA;Particular;RUA RIO IGUACU;397;RECANTO DAS ARVORES;PREDIO;44900000
14821;29422833;3895030000000;EDUCANDARIO YTALO MIRANDA;VITORIA DA CONQUISTA;BA;Particular;RUA S , QUADRA 44, MORADA DOS PASSAROS II;719;FELICIA;LOTE 20;45020900
15070;29290813;34052600000000;EDUCANDARIO BEM ME QUER;VALENCA;BA;Particular;RUA DUQUE DE CAXIAS;156;CENTRO;;45400000
15152;29390540;14500300000000;ESCOLA DE APLICACAO DOM BOSCO;IPIAU;BA;Particular;AVENIDA GETULIO VARGAS;729;CENTRO;;45570000
15469;29318335;13651900000000;ESCOLA ANISIO TEIXEIRA;EUNAPOLIS;BA;Particular;ROBERTO SANTOS;999;CENTRO;;45820510
15618;29389607;269920000000;CENTRO EDUCACIONAL PEQUENO POLEGAR;TEIXEIRA DE FREITAS;BA;Particular;PEDRO MEDEIROS GUERRA;103;JARDIM DOS PASSAROS;URBIS I;45995085
15822;29036151;13633400000000;COLEGIO SANTA EUFRASIA;BARRA;BA;Particular;PRACA CORONEL NIZAN GUERREIRO;9;CENTRO;;47100000
15848;29379164;96799400000000;ESCOLA PIMENTINHA;CASA NOVA;BA;Particular;QUADRA 5;5,00E+07;TOPOL;PREDIO;47300000
15856;29041651;63111900000000;ESCOLA CECILIA MEIRELES;XIQUE-XIQUE;BA;Particular;RUA RUI BARBOSA;90;CENTRO;CASA;47400000
15862;29038758;13233900000000;COLEGIO O PEQUENO PRINCIPE;IBOTIRAMA;BA;Particular;TRAVESSA 7 DE ABRIL;22;CENTRO;;47520000
15957;29448468;12146400000000;COLEGIO MARIA EDITH RHODEN;SAO DESIDERIO;BA;Particular;RUA ESPANHA QD 41 LT 14 15 16 E 17;NULL;RODA VELHA;LOT. CAMPOS BELOS;47820000
15965;29433320;1062020000000;ESCOLA MUNDO DA ESCRITA;LUIS EDUARDO MAGALHAES;BA;Particular;RUA RONDONIA QD 77 LT 13;791;CENTRO;;47850000
15978;29010527;6353480000000;ESCOLA CARLOS DRUMOND DE ANDRADE;WANDERLEY;BA;Particular;RUA NELSON ALVES SA TELES;NULL;CENTRO;;47940000
16117;29153930;14852600000000;CENTRO EDUCACIONAL CASTELO DA MONICA;RIO REAL;BA;Particular;RUA JOSE ANTONIO DE GOES;NULL;CENTRO;PREDIO;48330000
16233;29790620;9097740000000;COLEGIO LEONARDO DA VINCI;JEREMOABO;BA;Particular;RUA JOSEFINA MELO;12;CENTRO;;48540000
16260;29518806;4868030000000;ESCOLA RAIO DE SOL;PAULO AFONSO;BA;Particular;OLAVO BILAC;621;TANCREDO NEVES II;PREDIO;48609180
16282;29882770;;ESCOLA SONHO DE CRIANCA;SERRINHA;BA;Particular;AVENIDA LOMANTO JUNIOR;497;VAQUEJADA;;48700000
16443;29024544;63105100000000;COLEGIO ANGLO;JUAZEIRO;BA;Particular;ARGENTINA;217;MARIA GORETTE;CASA;48904450
16446;29024498;40632600000000;CENTRO DE EDUCACAO SHALOM;JUAZEIRO;BA;Particular;SIMOES FILHO;NULL;CENTRO;PREDIO;48905080
16529;29535000;10690400000000;ESCOLA PRIMEIRA INFANCIA;ANDORINHA;BA;Particular;TRAVESSA TANQUE NOVO;NULL;CENTRO;;48990000
35863;23243643;4238650000000;MEU MUNDO INFANTIL CENTRO EDUCACIONAL;FORTALEZA;CE;Particular;DEMOSTENES CARVALHO;336;VILA ELLERY;;60320440
35891;23077409;6088740000000;SALOME BASTOS COLEGIO;FORTALEZA;CE;Particular;RUA DESEMBARGADOR HERMES PARAIBA;1120;BARRA DO CEARA;;60330140
35903;23071079;69359600000000;HUMANISTA INSTITUTO EDUCACIONAL;FORTALEZA;CE;Particular;CAUBI;478;JARDIM PETROPOLIS / BARRA DO CEARA;;60331100
35942;23545151;7857690000000;UM JEITO DE APRENDER ESCOLA;FORTALEZA;CE;Particular;QUATRO DE JANEIRO;131;CRISTO REDENTOR;;60337470
35957;23215321;;PINGOS DE GENTE ESCOLA;FORTALEZA;CE;Particular;AV CONSELHEIRO LAFAYETE;115;JARDIM IRACEMA;;60345000
36044;23243457;4673270000000;NOVO TEMPO ESC;FORTALEZA;CE;Particular;MAJOR CELESTINO;614;ANTONIO BEZERRA;;60361030
36073;23243325;3072040000000;ARILAUDO RIBEIRO DE MELO ME -COLEGIO KARINA MARTINS;FORTALEZA;CE;Particular;DOMINGOS JAGUARIBE;527;VILA UNIAO;;60420020
36095;23268786;4228330000000;RECRIARTE ESCOLA;FORTALEZA;CE;Particular;MARCO;95;MONTESE;;60425150
36110;23251859;4849150000000;VASCONCELOS VIEIRA COLEGIO;FORTALEZA;CE;Particular;MAJOR PEDRO SAMPAIO;376;RODOLFO TEOFILO;;60430180
36143;23077484;6103650000000;SAO SEBASTIAO CENTRO EDUCACIONAL;FORTALEZA;CE;Particular;RUA GUANABARA;987;DEMOCRITO ROCHA;;60441190
36148;23077824;7606940000000;TANCREDO NEVES CENTRO EDUCACIONAL PRESIDENTE;FORTALEZA;CE;Particular;RUA AMAZONAS;490;PAN AMERICANO;;60442070
36160;23232650;3846450000000;PEQUENO CONSTRUTOR ESCOLA O;FORTALEZA;CE;Particular;JOSE DE BARCELOS;739;PARQUELANDIA;;60450510
36238;23070234;12361200000000;CENTRO EDUCACIONAL FERNAO DIAS;FORTALEZA;CE;Particular;RUA SANTA FILOMENA;24;HENRIQUE JORGE;;60526100
36268;23185244;7266470000000;LUIZA TAVORA LTDA COLEGIO;FORTALEZA;CE;Particular;SEM ENDERECO;171;CONJUNTO CEARA;4A ETAPA;60533000
36308;23273810;41543100000000;BOM JESUS CENTRO EDUCACIONAL;FORTALEZA;CE;Particular;RUA CORONEL JOAO CORREIA;1912;BOM JARDIM;;60540280
36349;23068337;73327700000000;EMANUELLE COLEGIO;FORTALEZA;CE;Particular;JOSE JULIO FROTA;129;BOM SUCESSO;;60541675
36369;23232978;3866800000000;CRIATIVO COLEGIO;FORTALEZA;CE;Particular;ANSELMO NOGUEIRA;436;BOM SUCESSO;;60545360
36421;23262796;6034020000000;ESCOLA NOVA GERACAO;FORTALEZA;CE;Particular;RUA CONEGO DE CASTRO;1324;VILA PERI;;60730000
36456;23252464;5280810000000;COLEGIO VENCER;FORTALEZA;CE;Particular;JARDIM PAROARA;1108;SIQUEIRA;PQ SAO VICENTE;60731748
36466;23225890;2905570000000;VIDA VIVA CENTRO EDUCACIONAL;FORTALEZA;CE;Particular;JOSE MARIA;100;SIQUEIRA;;60732700
36531;23545356;7603190000000;LUCAS HOLANDA EEI;FORTALEZA;CE;Particular;SEM ENDERECO;30;JOSE WALTER;1A ETAPA;60750300
36554;23233214;4352420000000;ARCO IRIS CENTRO EDUCACIONAL;FORTALEZA;CE;Particular;CORONEL DE QUEIROZ;550;JOSE WALTER;IPAUMIRIM;60760510
36715;23269022;7785970000000;ERNESTO GURGEL COLEGIO;FORTALEZA;CE;Particular;PADRE CARLOS ALENCAR;53;MESSEJANA;;60840120
36723;23244313;12240600000000;CENTRO ESTUDANTIL SOUSA CORREIA;FORTALEZA;CE;Particular;DIONISIO ALENCAR FILHO;339;MESSEJANA;;60840450
36751;23212020;73367400000000;TELES COLEGIO 02;FORTALEZA;CE;Particular;AV JUSCELINO KUBITSCHEK;3653;CASTELAO;;60861000
36819;23212268;2474150000000;ABC DA CRIANCA ESCOLINHA;FORTALEZA;CE;Particular;DO PENSAMENTO;116;JANGURUSSU;C. PALMEIRAS;60870180
36835;23267194;5348630000000;PAIVA ANDRADE COLEGIO;FORTALEZA;CE;Particular;INACIO MOREIRA;133;MESSEJANA;;60871585
36842;23260289;5008010000000;ESCOLINHA BRINCOLANDIA;FORTALEZA;CE;Particular;AV ISABEL BEZERRA;430;ANCURI;PQ SANTA MARIA;60872790
36877;23062622;4873950000000;COLEGIO JANUSA CORREA;CAUCAIA;CE;Particular;NOSSA SENHORA DOS PRAZERES;238;CENTRO;;61605090
36916;23191651;5667610000000;COLEGIO PADRE MORORO;CAUCAIA;CE;Particular;AV CONTORNO LESTE;364;CONJ N METROPOLE;;61658030
36929;23061553;2112500000000;COLEGIO MOREIRA XAVIER;AQUIRAZ;CE;Particular;RUA VIRGILIO COELHO;1136;CENTRO;;61700000
37009;23176903;733993000000;CENTRO EDUCACIONAL 12 DE OUTUBRO;MARACANAU;CE;Particular;SEM ENDERECO;469;JEREISSATE I;;61900490
37024;23232811;3606840000000;RAIMUNDO SILVA COLEGIO;MARACANAU;CE;Particular;X;443;JEREISSATE II;CONJUNTO;61901210
37035;23222972;7767120000000;SONHO DE TALITA CENTRO EDUCACIONAL;MARACANAU;CE;Particular;SEM ENDERECO;370;NOVO MARACANAU;;61905580
37071;23081430;6929700000000;RAIMUNDO NONATO VIEIRA COLEGIO;MARACANAU;CE;Particular;SENADOR PETRONIO PORTELA;125;PAJUCARA;;61932130
37085;23215453;4222130000000;FRANCISCO SAO CENTRO EDUCACIONAL;MARACANAU;CE;Particular;SEM ENDERECO;160;CONJ TIMBO;;61936170
37098;23082321;2698920000000;FUND EDUCACIONAL PROFA EDITH NUNES COSTA;MARANGUAPE;CE;Particular;CORONEL ANTONIO BOTELHO DE SOUSA;NULL;PLANALTO PARAISO;;61940005
37100;23232307;2229930000000;COLEGIO OLIMPICO;MARANGUAPE;CE;Particular;CORONEL ANTONIO BOTELHO DE SOUSA;176;NOVO MARANGUAPE;;61940005
37220;23215089;5135840000000;CENTRO DE EDUCACAO SEMENTE DO SABER;IPUEIRAS;CE;Particular;RUA ANTONIO LUCIANO;315;CENTRO;;62230000
37223;23026570;146870000000;INSTITUTO KAIROS;IPU;CE;Particular;RUA EMIDIO BARBOSA;280;CENTRO;;62250000
37225;23027517;7530980000000;CENTRO EDUCACIONAL SAGRADO CORACAO DE JESUS;IPU;CE;Particular;PRACA DR. CHAGAS PINTO;1045;CENTRO;;62250000
37241;23225475;5568940000000;VIDA ESCOLA;HIDROLANDIA;CE;Particular;RUA ELMIRO TIMBO;NULL;CAIXA DAGUA;;62270000
37244;23032928;;BOSCO COLEGIO DOM;SANTA QUITERIA;CE;Particular;RUA PROF OTAVIO TERCEIRO DE FARIAS;147;BOA VIDA;;62280000
37260;23015926;2489700000000;PATRONATO SAO JOSE;FRECHEIRINHA;CE;Particular;RUA CAPITAO JOAQUIM FRANCISCO;812;CENTRO;;62340000
37273;23253452;6025780000000;COLEGIO NOSSA SENHORA DOS REMEDIOS;IBIAPINA;CE;Particular;AV DEP ALVARO SOARES;1043;CENTRO;;62360000
37282;23009594;7525460000000;BENJAMIN SOARES INSTITUTO;GUARACIABA DO NORTE;CE;Particular;PADRE BERNARDINO MEMORIA;260;CENTRO;;62380000
37313;23036249;5479860000000;NOSSA SENHORA DAS MERCES PATRONATO;ITAPIPOCA;CE;Particular;AV. DQ DE CAXIAS;1181;CENTRO;;62500000
37319;23182016;3552410000000;COLEGIO ALFA MASTER;ITAPIPOCA;CE;Particular;RUA PE BEZERRA;2321;CENTRO;;62500000
37342;23006137;912232000000;COLEGIO JOSE MARIA MONTEIRO;ITAREMA;CE;Particular;RUA JOSE FERNANDES DE SOUSA;36;CENTRO;PRACA PEDRO PENHA;62590000
37498;23214333;1996170000000;UNIVERSIDADE DA CRIANCA UNIC;JAGUARUANA;CE;Particular;AV SIMAO DE GOIS;1208;CENTRO;;62823000
37628;23268204;6113550000000;COLEGIO AGAPE DO CARIRI;JUAZEIRO DO NORTE;CE;Particular;RUA SAO BENEDITO;2009;CASAS POPULARES;;63020080
37635;23165391;7341100000000;FCO DE ASSIS COLEGIO SAO;JUAZEIRO DO NORTE;CE;Particular;NOSSA SENHORA DO CARMO;NULL;FRANCISCANOS;;63020180
37664;23244593;4243520000000;EDUCANDARIO SEDE DO SABER EEIF;JUAZEIRO DO NORTE;CE;Particular;DOMINGOS CALAZANS;361;PARQUE TRIANGULO;;63041130
37731;23153180;7102210000000;MARIA DULCE DE ALENCAR I E P;CAMPOS SALES;CE;Particular;RUA JULIO NOROES;531;CENTRO;;63150000
37745;23161701;7445220000000;INSTITUTO EDUCACIONAL MARIA ANGELINA LEITE TEIXEIRA;BARBALHA;CE;Particular;RUA NEROLY FILGUEIRA;327;CENTRO;;63180000
37765;23178515;2543450000000;EEIF SOSSEGO DA MAMAE;FARIAS BRITO;CE;Particular;RUA MANUEL PINHEIRO DE ALMEIDA;455;CENTRO;;63185000
37785;23160497;41341700000000;UNIC ESC ENS BASICO;MAURITI;CE;Particular;RUA JOSE LEITE DA COSTA;158;CENTRO;;63210000
37794;23269570;7832050000000;NOVA GERACAO EEIF;CARIRIACU;CE;Particular;RUA JOSE BORGES;474;CENTRO;;63220000
37916;23142472;7346080000000;JOAO BATISTA CAMPOS EEB;IGUATU;CE;Particular;RUA JUSCELINO KUBISTCHEK;546;VENEZA;;63500000
37918;23142820;7314420000000;COLEGIO POLOS;IGUATU;CE;Particular;AV AGENOR ARAUJO;424;CENTRO;;63500000
37952;23235144;;BALAO MAGICO ESCOLINHA;ACOPIARA;CE;Particular;AV. CAZUZINHA MARQUES;300;CENTRO;;63560000
37970;23122005;35244900000000;LUIZ ALBUQUERQUE -COLEGIO DE EDUCACAO BASICA - CEBLA;SENADOR POMPEU;CE;Particular;RUA JOAQUIM FERREIRA DE MAGALHAES;712;CENTRO;;63600000
37984;23228180;4020560000000;EDUCANDARIO PARAISO DO SABER;PEDRA BRANCA;CE;Particular;RUA PE JOAO EPIFANIO;47;CENTRO;;63630000
37988;23088427;4250090000000;COLEGIO SANTANA DE INDEPENDENCIA LTDA;INDEPENDENCIA;CE;Particular;RUA SANTOS DUMONT;NULL;CENTRO;;63640000
38000;23556030;10946700000000;ESPACO EDUCATIVO;TAUA;CE;Particular;MONSENHOR ODORICO;288;ALTO BRILHANTE;;63660000
38032;23214260;2115180000000;COLEGIO SENSO;QUIXERAMOBIM;CE;Particular;RUA DR MONTEIRO FILHO;130;CENTRO;;63800000
38054;23100753;7988060000000;VALDEMAR ALCANTARA COLEGIO DE ENSINO FUNDAMENTAL E MEDIO;QUIXADA;CE;Particular;RUA FRANCISCO ENEAS DE LIMA;2049;CENTRO;;63900000
45748;53001192;;CED SAGRADA FAMILIA;BRASILIA;DF;Particular;SGAN 906;NULL;ASA NORTE;;70790060
45862;53011120;38055300000000;ESC FUNDAMENTAL PARAISO;BRASILIA;DF;Particular;SEM ENDERECO;7;VILA NOVA;;71693111
45925;53056019;;COL CDA;BRASILIA;DF;Particular;QD 04 - CJ 05 - CH 72 - LT 01;NULL;ARNIQUEIRAS;;71993400
45955;53010426;2069230000000;CE ISAAC NEWTON;BRASILIA;DF;Particular;CSD AE;NULL;TAGUATINGA SUL;;72020000
46059;53012984;;CED SANTA MARIA ROSA MOLAS - CEMAR;BRASILIA;DF;Particular;QNM 30;NULL;CEILANDIA NORTE;;72210300
46080;53010515;33493600000000;ESC DE EDUC INF CINDERELA;BRASILIA;DF;Particular;QNN 4;NULL;CEILANDIA SUL;;72220040
46127;53013450;38005600000000;INST DE EDUC FENIX - INSEF;BRASILIA;DF;Particular;QNO 13 - CJ P - LTS 19/21/23 E 25;NULL;SETOR O;;72255136
46212;53010914;646440000000;ESC EVANGELICA RECANTO DO CEU;BRASILIA;DF;Particular;CL 302 - CJ D3 E D4;NULL;SANTA MARIA;;72505125
46281;53005457;443150000000;CE SANTA RITA DE CASSIA;BRASILIA;DF;Particular;QUADRA 9;NULL;SOBRADINHO;;73035090
46309;53015371;;COL IBE PREMIER;BRASILIA;DF;Particular;SAO PAULO;NULL;PLANALTINA;;73330007
47006;32039956;3810480000000;CAT JOSE MEIRA QUADROS;VITORIA;ES;Particular;JOSE MOTTA FRAGA;480;TABUAZEIRO;;29043422
47057;32041390;3810480000000;CAT JOSE TARQUINIO SILVA;VITORIA;ES;Particular;TUPINAMBAS;240;JARDIM DA PENHA;;29060810
