id;cod_mec;cnpj;desc_nome;municipio;uf;desc_rede;endereco;endereco_nro;endereco_bairro;endereco_compl;endereco_cep
135490;41032039;78965600000000;MAXI COL - EDUC INF ENS FUND E MED;LONDRINA;PR;Particular;DUQUE DE CAXIAS;1589;JARDIM PETROPOLIS;;86015000
135509;41406222;9049290000000;PORTINARI COLEGIO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL E MEDIO;LONDRINA;PR;Particular;JUSCELINO KUBITSCHEK;122;CENTRO;;86020000
135515;41030001;1959700000000;EVOLUCAO E EI EF;LONDRINA;PR;Particular;SAO LUIZ;195;CENTRO;;86020260
135541;41030338;81765000000000;ESCOLA MUNDO ENCANTADO;LONDRINA;PR;Particular;ITAJAI;362;VILA NOVA;;86025450
135551;41355121;86852000000000;VIRA LETRA CENTRO DE EDUCACAO INFANTIL;LONDRINA;PR;Particular;CEARA;249;JARDIM CASTELO;;86027300
135553;41364643;3574360000000;ESCOLA FASE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;LONDRINA;PR;Particular;SANTA LIDIA;189;JARDIM ESPANHA;;86027560
135563;41030044;81885600000000;ESCOLA AGAPE -EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;LONDRINA;PR;Particular;FLOR-DO-PARAISO;189;JARDIM SERGIO ANTONIO;;86035250
135572;41364899;81764800000000;CENTRO EDUCACIONAL DE APRENDIZAGEM INFANTIL CEDAI;LONDRINA;PR;Particular;JUREMA;297;CONJUNTO ANTARES;;86036460
135598;41365143;2359290000000;ESTRELINHA MAGICA- ESCOLA EDUC INF E ENS FUND SS LTDA-ME;LONDRINA;PR;Particular;LAZARO ZAMENHOF;935;JD SAN FERNANDO;;86040350
135631;41032373;80929100000000;ESCOLA MAESTRAL - EDUC INF E ENS FUND;LONDRINA;PR;Particular;UCRANIA;175;JD. VILAS BOAS;;86046430
135642;41030745;80931100000000;ESCOLA EDUCAR EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;LONDRINA;PR;Particular;GARIBALDI DELIBERADOR;10;JD. CLAUDIA;11 12 274;86050280
135659;41386124;78307600000000;A TURMA DO SNOOPY;LONDRINA;PR;Particular;JANDAIA;676;SANTO ANTONIO;;86060380
135692;41030060;95562300000000;MULTIPLA ESCOLHA - ESCOLA ENS FUNDAMENTAL;LONDRINA;PR;Particular;GUAIUVIRA;113;JD LEONOR;;86071430
135703;41381408;916963000000;ESCOLA DAS AMERICAS ED INF E ENS FUNDAMENTAL;LONDRINA;PR;Particular;SAMUEL FAUSTINO ROMEIRO CAMPOY;465;JD COLISEU;;86076130
135759;41147081;10519300000000;ESCOLA ESPACO EDUCAR -EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;TAMARANA;PR;Particular;RUA DEMETRIO CARNEIRO SIQUEIRA;NULL;CENTRO;CASAS;86125000
135770;41377745;4722170000000;CONSTRUINDO O SABER E EI EF;PRIMEIRO DE MAIO;PR;Particular;RUA NOVE;940;CENTRO;;86140000
135772;41378709;4475860000000;MONTEIRO LOBATO - COLEGIO ED INF ENS FUND MEDIO;ALVORADA DO SUL;PR;Particular;RUA JOSE JANUARIO DA SILVA;936;JOSEPHA ESPINOSA PALMA;SALA;86150000
135777;41022017;76578100000000;ESCOLA VICENTINA SANTA LUIZA - EDUC INF ENS FUND;PORECATU;PR;Particular;RUA BARAO DO RIO BRANCO;306;CENTRO;;86160000
135785;41146697;1059700000000;CONSTRUINDO O SABER C EI EF M;SERTANOPOLIS;PR;Particular;RUA PIO XII;1039;CENTRO;;86170000
135819;41029380;80761800000000;SANTA MARTA ESC EDUC INF ENS FUND;IBIPORA;PR;Particular;RUA JUSCELINO KUBITSCHECK;266;JD BRASILIA;;86200000
135822;41029437;80918400000000;ESCOLA TREM DA ALEGRIA - EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;IBIPORA;PR;Particular;AV.DOS ESTUDANTES;352;CENTRO;;86200000
135824;41041062;81492200000000;CANTINHO FELIZ E EI EF;JATAIZINHO;PR;Particular;AVENIDA ANTONIO BRANDAO DE OLIVEIRA;683;CENTRO;;86210000
135829;41357663;1886510000000;FRANCISCO VECCHI C IR EI EF M;ASSAI;PR;Particular;AV RIO DE JANEIRO;279;nomedobairro;;86220000
135837;41377958;4026110000000;BRANCA DE NEVE E EI EF;SAO SEBASTIAO DA AMOREIRA;PR;Particular;AV PREF ANTONIO FRANCISCHINI;713;nomedobairro;;86240000
135845;41361180;995493000000;PINGO DE GENTE E EI EF;URAI;PR;Particular;RUA RIO DE JANEIRO;524;CENTRO;;86280000
135852;41044533;4547580000000;COLEGIO DOM BOSCO;CORNELIO PROCOPIO;PR;Particular;RUA JORGE M. HADDAD;726;CENTRO;;86300000
135863;41045327;97372400000000;SNOOPY E EI EF;NOVA FATIMA;PR;Particular;RUA DES ANTONIO FRANCO F DA COSTA;15;CENTRO;;86310000
135878;41378164;4626590000000;ARCO IRIS E EI EF;BANDEIRANTES;PR;Particular;AVENIDA BANDEIRANTES;543;CENTRO;;86360000
135886;41360605;700863000000;ESCOLA MUNDO MAGICO EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;CAMBARA;PR;Particular;AV BRASIL;1391;CENTRO;;86390000
135915;41377788;2194000000000;CENTRO EDUC INF MUNDO MAGICO;SANTO ANTONIO DA PLATINA;PR;Particular;AVENIDA OLIVEIRA MOTTA;1225;CENTRO;CASA;86430000
135922;41382013;4824730000000;SEMENTINHA DO SABER E EI EF;JOAQUIM TAVORA;PR;Particular;RUA JERONIMO VAZ VIEIRA;730;CENTRO;;86455000
135929;41368894;2878200000000;UNIVERSITAS C EI EF M;RIBEIRAO DO PINHAL;PR;Particular;RUA RAUL CURUPANA;854;CENTRO;;86490000
135940;41383575;1114320000000;CENTRO DE EDUCACAO INFANTIL AQUARELA;ROLANDIA;PR;Particular;RUA ARTHUR THOMAZ;479;VILA OPERARIA;;86600000
135961;41147464;62047100000000;SANTA ROSA DE LIMA ESC ENS INF ENS FUND;LUPIONOPOLIS;PR;Particular;RUA VEREADOR EDUARDO GUSMAO DOS ANJOS;622;CENTRO;;86635000
135969;41365739;1645060000000;CENTRO DE EDUCACAO INFANTIL TURMA DO MICKEY;COLORADO;PR;Particular;RUA GOIAS;700;CENTRO;;86690000
135973;41149807;;PRISMAGICA - C E I;ARAPONGAS;PR;Particular;ROLINHAS;564;CENTRO;;86701030
135980;41378431;4019800000000;PEQUENO MARUJO - ESCOLA;ARAPONGAS;PR;Particular;MARABU;1395;CENTRO;;86701400
135983;41575890;;LONDON KIDS ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;ARAPONGAS;PR;Particular;PERDIZES;1553;CENTRO;;86701420
135996;41388895;5754560000000;CAREQUINHA E EI EF;ARAPONGAS;PR;Particular;SURUCUA-ACU;450;VILA ARAPONGUINHA;;86705590
136010;41019105;5289910000000;GERACAO C ED INF ENS FUND MED PROF;ASTORGA;PR;Particular;RUA JOSE ABRAHAO KEIDE;355;CENTRO;;86730000
136017;41443829;1098770000000;PINTANDO O SETE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;SANTA FE;PR;Particular;RUA CURITIBA;746;CENTRO;;86770000
136026;41382897;4313560000000;COBRA C EI EF M;APUCARANA;PR;Particular;GUARAPUAVA;456;CENTRO;;86800250
136039;41025466;78300700000000;PLATAO DE APUCARANA - COLEGIO EI-EF-EM;APUCARANA;PR;Particular;OURO BRANCO;1300;VILA AGARI;;86808160
136046;41379578;80922300000000;DIEGO H GOMES E EI EF;CALIFORNIA;PR;Particular;AV. GETULIO VARGAS;684;nomedobairro;;86820000
136052;41386876;5584660000000;EVOLUCAO E - ED INFANTIL E ENS FUNDAMENTAL;MAUA DA SERRA;PR;Particular;RUA SANTA MARIA;163;JARDIM SAO LUIZ;;86828000
136067;41037529;80638100000000;SANTA OLGA C EI EF M;IVAIPORA;PR;Particular;AVENIDA PEDRO KOLTUN;550;CENTRO;;86870000
136080;41144392;1339250000000;SANTA MARIA E EI EF;JANDAIA DO SUL;PR;Particular;RUA PROF.ROBERTO RESENDE CHAVES;683;CENTRO;;86900000
136090;41357965;1311770000000;PASSO PARA O FUTURO E EI EF;BORRAZOPOLIS;PR;Particular;RUA RIO DE JANEIRO;615;CENTRO;;86925000
136115;41371054;2193370000000;NEW LIFE E EI EF;MARIALVA;PR;Particular;AV. RUI BARBOSA;610;CENTRO;;86990000
136143;41023960;80612600000000;DRUMMOND C EF M;MARINGA;PR;Particular;VEREADOR BASILIO SAUTCHUK;357;CENTRO;;87013190
136156;41388097;5776800000000;CCI-CENTRO DE EDUCACAO INFANTIL - SUBS I;MARINGA;PR;Particular;ALFREDO PUJOL;1535;ZONA 5;;87015250
136162;41024478;79133500000000;PARANA C EI EF M;MARINGA;PR;Particular;PRUDENTE DE MORAIS;815;ZONA;;87020010
136171;41024397;80614600000000;COLEGIO NOBEL-ENSINO MEDIO - SEDE;MARINGA;PR;Particular;QUINTINO BOCAIUVA;1235;ZONA 7;;87020160
136202;41144490;564809000000;GRAHAM BELL COL ED IN EN FUND ME PROF;MARINGA;PR;Particular;EVARISTO DA VEIGA;93;ZONA 7;;87030370
136224;41377290;3720910000000;CENTRO EDUC INF TUIUTI;MARINGA;PR;Particular;RIO ENCANTADO;90;JARDIM NOVO OASIS;;87043608
136237;41023609;;APRENDENDO O CAMINHO C EI EF M;MARINGA;PR;Particular;SANTOS DUMONT;379;VL OPERARIA;;87050100
136256;41377370;77668800000000;COLEGIO CARLOS DEMIA;MARINGA;PR;Particular;CARLOS CORREIA BORGES;1828;JD VEREDAS;;87060000
136273;41388674;7795020000000;TURMINHA FELIZ CENTRO DE EDUCACAO INFANTIL;SARANDI;PR;Particular;MARINGA;1982;JARDIM NOVA PAULISTA;TERREO;87111001
136390;41148428;7374030000000;ESCOLA EDUCARE ENSINO FUNDAMENTAL - UNIDADE I;UMUARAMA;PR;Particular;RIO DE JANEIRO;4689;ZONA II;;87501370
136398;41008545;86739400000000;ESCOLA EDUCARE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL;UMUARAMA;PR;Particular;SARANDI;5474;ZONA III;;87502090
136475;41001737;80899300000000;ESCOLA VICENTINA NOSSA SENHORA APARECIDA;PARAISO DO NORTE;PR;Particular;RUA OLAVO BILAC;78;CENTRO;;87780000
144533;33452210;;COMPLEXO EDUC MERITI;SAO JOAO DE MERITI;RJ;Particular;SEM ENDERECO;NULL;nomedobairro;;NULL
144575;33062854;33183700000000;LICEU DE ARTES E OFICIOS;RIO DE JANEIRO;RJ;Particular;FREDERICO SILVA;86;CENTRO;;20230210
144615;33062951;33607000000000;COL SAGRES;RIO DE JANEIRO;RJ;Particular;SAMPAIO VIANA;184;RIO COMPRIDO;;20261040
144653;33105405;40345400000000;COLEGIO PH;RIO DE JANEIRO;RJ;Particular;PROFESSOR GABIZO;211;TIJUCA;;20271064
144762;33067856;1389130000000;COL MV1 ANDERSON;RIO DE JANEIRO;RJ;Particular;BARAO DE MESQUITA;426;TIJUCA;;20540003
144974;36587;;CENTRO EDUC PEREIRA FONTES;RIO DE JANEIRO;RJ;Particular;HUGO BEZERRA;30;ENGENHO DE DENTRO;;20730100
144988;33073554;33666300000000;INST SAO JOAO BAPTISTA;RIO DE JANEIRO;RJ;Particular;MEDINA;246;MEIER;;20735130
145020;33073880;27818300000000;ECO ESC CACHINHOS OURO;RIO DE JANEIRO;RJ;Particular;GLAZIOU;90;PILARES;;20750010
145147;33065993;33259600000000;COL BRASILEIRO SAO CHRISTOVAO;RIO DE JANEIRO;RJ;Particular;ANTONIO HENRIQUE DE NORONHA;2;SAO CRISTOVAO;;20910000
145163;33066019;33964500000000;COL CATORZE DE NOVEMBRO;RIO DE JANEIRO;RJ;Particular;RICARDO MACHADO;324;SAO CRISTOVAO;;20921270
145246;33141533;4724320000000;COLEGIO CURSO GAU;RIO DE JANEIRO;RJ;Particular;MONTEVIDEU;1124;PENHA;SALAS;21020290
145266;33069697;33351500000000;JD ESC SOLDADINHO DE CHUMBO;RIO DE JANEIRO;RJ;Particular;GUARATINGUETA;23;OLARIA;;21021580
145275;33394202;5923770000000;COLEGIO TEMPORAL DO GAU LTDA;RIO DE JANEIRO;RJ;Particular;TEMPORAL;198;RAMOS;LOJA C;21031320
145312;33088519;30717800000000;COLEGIO SANTA MONICA - BONSUCESSO;RIO DE JANEIRO;RJ;Particular;DOS DEMOCRATICOS;1251;HIGIENOPOLIS;;21050000
145328;33069476;29223300000000;GINASIO NOSSA SRA DO BONSUCESSO;RIO DE JANEIRO;RJ;Particular;GENERAL GALIENE;101;BONSUCESSO;;21050780
145445;33473218;7068070000000;CENTRO EDUCACIONAL AMELIA BITTENCOURT LTDA;RIO DE JANEIRO;RJ;Particular;GALVANI;120;VILA DA PENHA;;21220010
145473;33110077;27112500000000;JARDIM ESCOLA TIA CORUJA - CENTRO EDUCACIONAL AZZARITI PINHO;RIO DE JANEIRO;RJ;Particular;OLIVEIRA BELO;104;VILA DA PENHA;;21221300
145488;33074968;29006000000000;JARD ESC TIC TAC E COL MUNIZ SILVA;RIO DE JANEIRO;RJ;Particular;HORACIO WELLS;2;IRAJA;;21230040
145504;33074852;33748300000000;INSTITUTO JESUS EUCARISTICO;RIO DE JANEIRO;RJ;Particular;NOSSA SENHORA DA APRESENTACAO;273;IRAJA;;21231220
145562;33075123;4846800000000;SOCIEDADE EDUC VILA DA PENHA;RIO DE JANEIRO;RJ;Particular;AVN MERITI;2704;VILA DA PENHA;;21250000
145590;33075565;33779000000000;COLEGIO SOUZA MARQUES;RIO DE JANEIRO;RJ;Particular;ERNANI CARDOSO;345;CASCADURA;;21310310
145643;33148457;5400000000000;SOCIEDADE EDUCACIONAL AUGUSTO DE LIMA;RIO DE JANEIRO;RJ;Particular;CAIRUCU;612;VILA VALQUEIRE;;21330180
145875;33088101;42251500000000;COLEGIO MERCURIO - ASESFAT;RIO DE JANEIRO;RJ;Particular;MERCURIO;293;PAVUNA;1631 ANEXO;21532470
145894;33074070;28655900000000;COL EUCLIDES DA CUNHA;RIO DE JANEIRO;RJ;Particular;DO BARRO VERMELHO;1571;COLEGIO;;21540501
145945;33075930;29493900000000;COL AMERICO DE OLIVEIRA;RIO DE JANEIRO;RJ;Particular;ENGENHEIRO ASSIS RIBEIRO;433;MARECHAL HERMES;;21610220
145961;33086672;28382800000000;COL NS DA CONCEICAO;RIO DE JANEIRO;RJ;Particular;DO ENGENHO NOVO;230;ANCHIETA;ANEXO 170 E 270 C 2;21620242
145966;33110050;1419180000000;JD ESC QUINTANILHA;RIO DE JANEIRO;RJ;Particular;SALEMA;41;RICARDO DE ALBUQUERQUE;;21620540
146047;33124183;2223620000000;ESCOLA FUTUROS TALENTOS;RIO DE JANEIRO;RJ;Particular;MATRICARIA;570;GUADALUPE;;21670420
146090;33138079;936160000000;COLEGIO PRIORIDADE HUM;RIO DE JANEIRO;RJ;Particular;RUA FRANCISCO REAL;325;PADRE MIGUEL;;21715420
146100;33079056;39079600000000;CENTRO EDUCACIONAL SILVA CARNEIRO LTDA - ME;RIO DE JANEIRO;RJ;Particular;RUA MARECHAL MARCIANO;1831;PADRE MIGUEL;;21721010
146129;33078947;27796500000000;CENTRO EDUC E PREP PROF JAIR AVILLEZ;RIO DE JANEIRO;RJ;Particular;MARECHAL ABREU LIMA;291;REALENGO;;21735240
146284;33081328;31410000000000;CENTRO EDUCACIONAL ORION;RIO DE JANEIRO;RJ;Particular;CORONEL CORTE REAL;95;BANGU;;21840020
146398;33239207;8999560000000;PIAGET CENTRO EDUCACIONAL;RIO DE JANEIRO;RJ;Particular;CARICE;413;TAUA;;21920100
146448;33085595;42209800000000;COL LONDON;RIO DE JANEIRO;RJ;Particular;ESTR DO GALEAO;1192;ILHA DO GOVERNADOR;3 ANDAR;21931001
146537;33064709;33133300000000;COL MALLET SOARES;RIO DE JANEIRO;RJ;Particular;Bolivar;121;Copacabana;;22061020
146550;33064270;33651700000000;EXTERNATO LHERMITAGE CORACAO EUCARISTICO;RIO DE JANEIRO;RJ;Particular;PAISSANDU;168;FLAMENGO;;22210080
146552;33153400;3484380000000;EXCELENCIA NUCLEO DE ENSINO E EDUCACAO LTDA;RIO DE JANEIRO;RJ;Particular;PAISSANDU;356;LARANJEIRAS;;22210080
146902;33153477;5759020000000;COLEGIO CURSO DALTRO NETTO;RIO DE JANEIRO;RJ;Particular;BACAIRIS;191;TAQUARA;;22730120
147081;33127778;313571000000;COLEGIO BANDEIRAS;RIO DE JANEIRO;RJ;Particular;DOS BANDEIRANTES;8458;CAMORIM;ANTIGO 8616;22783110
147189;33128057;2899900000000;CENTRO EDUC MAURA EMILIA GALOZ;RIO DE JANEIRO;RJ;Particular;PASSINHOS;24;SENADOR AUGUSTO VASCONCELOS;AUGU DE VASCONC;23012330
147210;1000006498;7740390000000;CENTRO EDUC PERES;RIO DE JANEIRO;RJ;Particular;Rodrigues Campelo;252;Campo Grande;;23017210
147249;33153140;4742870000000;CENTRO EDUCACIONAL MEIRELES MACEDO;RIO DE JANEIRO;RJ;Particular;DO CANHANGA;40;GUARATIBA;LARGO DO 40;23035600
147262;33127603;2152150000000;CENTRO EDUCACIONAL SEIVA PURA;RIO DE JANEIRO;RJ;Particular;Soldado Hivil Miliato;180;Campo Grande;Boa Esperan;23042430
147287;33116717;40181600000000;CENTRO EDUCACIONAL MARIETA NEWMAN;RIO DE JANEIRO;RJ;Particular;JACAREACANGA;315;JARDIM NOVA GUARATIBA;;23047280
147316;33127620;3397050000000;CENTRO EDUC LUCILIA MATTOS LTDA - CE LEONARDO MONTEIRO;RIO DE JANEIRO;RJ;Particular;SPINOZA;580;CAMPO GRANDE;;23055340
147337;33495211;;CENTRO EDUCACIONAL MENE LTDA;RIO DE JANEIRO;RJ;Particular;IGUARACU;422;COSMOS;PERTO PRACA REDONDO;23060430
147356;33116415;32063800000000;CENTRO EDUC CAMPOS LEMOS;RIO DE JANEIRO;RJ;Particular;AJAPI;615;CAMPO GRANDE;;23066420
147357;33543216;7055330000000;CENTRO EDUCACIONAL MENE LTDA -FILIAL;RIO DE JANEIRO;RJ;Particular;NICOLAU MAMFREDI;5;CAMPO GRANDE;CONJUNT DOS CORREIOS;23067350
147360;33163405;5381880000000;SOCIEDADE EDUCACIONAL UNIVERSIDADE DA CRIANCA;RIO DE JANEIRO;RJ;Particular;TABAI;160;CAMPO GRANDE;;23070270
147364;33083533;30452000000000;ESC STA BARBARA FILIAL 2;RIO DE JANEIRO;RJ;Particular;DOMINGOS MEIRELES;242;CAMPO GRANDE;;23070500
147367;33116547;31419300000000;COLEGIO PAX;RIO DE JANEIRO;RJ;Particular;SANTA MARIA;1052;CAMPO GRANDE;;23071160
147368;33116709;40399400000000;CENTRO EDUCACIONAL CALIFORNIA;RIO DE JANEIRO;RJ;Particular;MARIO CORDEIRO;25;CAMPO GRANDE;VILA CALIFORNIA;23071190
147419;33367205;4218900000000;COLEGIO APLICACAO FERREIRA DE ALMEIDA;RIO DE JANEIRO;RJ;Particular;JORGE CORREA TOMAS;NULL;CAMPO GRANDE;ADRIANA;23088140
147456;33124949;2232440000000;COL SILVA ABREU JARDIM TIA MADA;RIO DE JANEIRO;RJ;Particular;DIDEROT;275;CAMPO GRANDE;SAO GERALDO;23095680
147461;33153191;4873500000000;CENTRO EDUC ESPACO DO SABER DE CAMPO GRANDE;RIO DE JANEIRO;RJ;Particular;DO GUANDU;908;CAMPO GRANDE;A;23097200
147464;33084220;34017400000000;COL DOM OTON MOTA;RIO DE JANEIRO;RJ;Particular;FELIPE CARDOSO;32329;SANTA CRUZ;;23510006
147489;33114692;336390000000;CENTRO EDUCACIONAL ESTACOES DO ANO;RIO DE JANEIRO;RJ;Particular;FELIPE CARDOSO;2765;SANTA CRUZ;;23520571
147493;33085250;30031100000000;JARDIM ESCOLA CEZARIO;RIO DE JANEIRO;RJ;Particular;SAO BENEDITO;1496;SANTA CRUZ;TERREO;23520790
147548;33114641;2173230000000;JD ESC TIA LUIZA;RIO DE JANEIRO;RJ;Particular;TERESINHA VIANNA DE ASSIS;100;SANTA CRUZ;CASA 01;23573170
147594;33044830;29669700000000;CENTRO EDUC CINCO DE JULHO;ITAGUAI;RJ;Particular;R GAL BOCAIUVA;546;CENTRO;;23810815
147641;33045500;28649300000000;COL FERNANDO COSTA;SEROPEDICA;RJ;Particular;RUA UNIVERSIDADE;NULL;ECOLOGIA;KM 47;23890000
147717;33055939;30084300000000;COLEGIO PLINIO LEITE;NITEROI;RJ;Particular;VISCONDE DO RIO BRANCO;137;CENTRO;;24020000
147798;33057583;30589400000000;SOCIEDADE EDUCACIONAL COLEGIO PORTAL DO SABER;NITEROI;RJ;Particular;LEITE RIBEIRO;45;FONSECA;;24120210
147812;33055890;33642500000000;COL NS DAS MERCES;NITEROI;RJ;Particular;SAO BOAVENTURA;297;FONSECA;;24130005
147813;33231265;7664370000000;COLEGIO OPCAO;NITEROI;RJ;Particular;SAO BOAVENTURA;824;FONSECA;;24130005
147824;33057591;27782100000000;SOCIEDADE EDUC CRISMOGALI;NITEROI;RJ;Particular;SAO JANUARIO;318;FONSECA;;24130386
147838;33111375;31225600000000;INSTITUTO NOGUEIRA BARROS;NITEROI;RJ;Particular;JORNALISTA SERGIO PORTO;78;SANTA BARBARA;;24141370
147864;33055998;31843700000000;COLEGIO ARGUMENTO;NITEROI;RJ;Particular;LOPES TROVAO;16;ICARAI;GR 301302;24220070
147940;33149135;8585510000000;INSTITUTO SAO BENTO DE NITEROI;NITEROI;RJ;Particular;VEREADOR DUQUE ESTRADA;28;SANTA ROSA;;24240210
147960;33055793;28514100000000;COLEGIO GOMES PEREIRA;NITEROI;RJ;Particular;RUI BARBOSA;1250;LARGO DA BATALHA;;24310005
147961;33326207;6043450000000;CENTRO EDUCACIONAL GOMES PEREIRA;NITEROI;RJ;Particular;RUI BARBOSA;1250;LARGO DA BATALHA;;24310005
148029;33094497;28638400000000;COL DE APLIC DOM HELDER CAMARA;NITEROI;RJ;Particular;ARI GOMES DA SILVA;79;PIRATININGA;;24350020
148082;33160546;9344840000000;COLEGIO CHARITAS;NITEROI;RJ;Particular;MURILO PORTUGAL;243;CHARITAS;;24360410
148157;33089833;28544900000000;INST CULT OLAVO BILAC;SAO GONCALO;RJ;Particular;MARICA;3349;GALO BRANCO;;24422175
148242;33147981;6006370000000;COLEGIO GRAFITE;SAO GONCALO;RJ;Particular;ZEFERINO REIS;255;CENTRO;;24440480
148272;33089507;28638600000000;ESC FUND PROF ATTILA MOLEDO;SAO GONCALO;RJ;Particular;ANTONIO MACHADO;187;COLUBANDE;;24451550
148276;33115699;73795400000000;COLEGIO EQUIPE 1;SAO GONCALO;RJ;Particular;DOUTOR ALFREDO BACKER;989;ALCANTARA;SEM COMPLEMENTO;24452001
148284;33128642;662286000000;CENTRO EDUCACIONAL NOSSA SENHORA APARECIDA;SAO GONCALO;RJ;Particular;LEOPOLDINA VIEIRA;37;MUTONDO;;24452190
148297;33129053;32547400000000;CENTRO EDUCACIONAL PAULO FREIRE;SAO GONCALO;RJ;Particular;CUNHA JUNIOR;50;NOVA CIDADE;;24455710
148444;33139059;40407500000000;EXTERNATO JULIO LIMA LTDA;SAO GONCALO;RJ;Particular;JULIO LIMA;1054;LARANJAL;;24720000
148488;33090092;30340300000000;CENTRO EDUC RAUL VEIGA;SAO GONCALO;RJ;Particular;RAUL VEIGA;2511;AMENDOEIRA;;24730060
148514;33107661;30596400000000;CENTRO EDUC JOSE DE ANCHIETA;SAO GONCALO;RJ;Particular;HENRIQUE MARTINS;NULL;LAGOINHA;LT4 QD 24;24736130
148590;33126000;27782300000000;CENTRO EDUC OLIVIA LIMA E JD DE INF MIRIM LTDA;SAO GONCALO;RJ;Particular;GALILEU;121;RIO DO OURO;SALA;24753310
148618;33098840;;EDUCANDARIO CECILIA PINHEIRO;ITABORAI;RJ;Particular;RUA SANTA CATARINA;NULL;VILA BRASIL;LOTE 07 QUADRA 12;24800000
148640;33439672;;CENTRO EDUCACIONAL SANTOS GONZALEZ;ITABORAI;RJ;Particular;AVENIDA NITEROI;NULL;SAO JOAQUIM;LOTE 01 - QUADRA 122;24800000
148768;33261202;2933580000000;COLEGIO APICE;DUQUE DE CAXIAS;RJ;Particular;ACU;NULL;IMBARIE;LT 22 QD 10;25010000
148778;33048428;29350400000000;COL DUQUE DE CAXIAS;DUQUE DE CAXIAS;RJ;Particular;MARIA LUISA CHAVES;39;VILA FLAVIA;;25010230
148871;33050309;29405500000000;CENTRO EDUC SAO JORGE;DUQUE DE CAXIAS;RJ;Particular;PADRE MIGUEL CASTILLO;20;PARQUE FLUMINENSE;;25046460
149021;33049661;32599800000000;CENTRO EDUC PEDRO SOUZA;DUQUE DE CAXIAS;RJ;Particular;PEDRO SOUSA;17;PILAR;LT 17-QD G;25233280
149039;33101469;36051800000000;JD ESC MARIA FUMACA LTDA CENTRO EDUC RENASCER;DUQUE DE CAXIAS;RJ;Particular;PARANA;NULL;SANTA CRUZ DA SERRA;LT 06;25240260
149163;33158940;74157600000000;COLEGIO BARAO LTDA;SAO JOAO DE MERITI;RJ;Particular;MADALENA;67;VILA TIRADENTES;;25525300
149182;33128375;2947080000000;CENTRO EDUC LAPIS DE COR ENCANTADO;SAO JOAO DE MERITI;RJ;Particular;PERI;347;EDEN;;25535162
149186;33093350;27976500000000;JD ESC BONEQUINHO DOCE LTDA;SAO JOAO DE MERITI;RJ;Particular;WILSON LAGO;6;GRANDE RIO;;25540020
149298;33138508;9317140000000;SISTEMA MAXIMO DE ENSINO;SAO JOAO DE MERITI;RJ;Particular;MANUEL GONCALVES;NULL;JARDIM METROPOLE;LT50 QD11;25575131
149453;33118663;;DINAMICO CENTRO DE ENSINO;PETROPOLIS;RJ;Particular;CRESCENCIO COSTA;11460;ITAIPAVA;;25740220
149468;33018634;31845400000000;ESCOLA NOSSA SENHORA DE FATIMA;TRES RIOS;RJ;Particular;DUQUE DE CAXIAS;389;CENTRO;;25802120
149484;33104433;970453000000;CENTRO EDUC LAURA CABRAL;TRES RIOS;RJ;Particular;MAESTRO COSTA BARROS;550;CENTRO;;25805090
149485;33104468;993699000000;ESC CECILIA MEIRELES;TRES RIOS;RJ;Particular;TIRADENTES;170;CENTRO;EM FRENTE A PRACA JK;25805170
149486;33117608;31910700000000;CENTRO DE ENSINO VILA ISABEL;TRES RIOS;RJ;Particular;RUA A;13;VILA ISABEL;CJ AMARAL P;25806000
149554;33112835;1180770000000;CENTRO EDUC TURMA DA MONICA;MAGE;RJ;Particular;R SIUKO AKEGAWA;80;IMPERADOR MAUA;;25930000
149566;33098310;39537500000000;JD ESC MEU PEQUENO MUNDO;GUAPIMIRIM;RJ;Particular;RUA JOSE CARLOS DO PRADO;310;PARADA MODELO;PREDIO;25940000
149674;33185000;;LICEU SANTA MONICA;NOVA IGUACU;RJ;Particular;JOAO VENANCIO DE FIGUEIREDO;583;POSSE;;26020001
149676;2000001420;;LISAM JUNIOR;NOVA IGUACU;RJ;Particular;CAMOES;218;VILA ESPERANCA;;26020050
149751;33157235;5638060000000;COLEGIO SILVA PEREIRA;NOVA IGUACU;RJ;Particular;DOIS;90;PARQUE ALVORADA;;26053170
149775;33128278;36514900000000;INSTITUTO DE EDUCACAO SANTA ANGELA;NOVA IGUACU;RJ;Particular;JOSE LUIS DA SILVA;350;AUSTIN;ESCOLA;26086215
149819;33046220;30831600000000;ABEU COLEGIOS;BELFORD ROXO;RJ;Particular;ITAIARA;301;CENTRO;;26113400
149901;33380201;;INSTITUTO BIANCHI DE ENSINO;NOVA IGUACU;RJ;Particular;RUA LEITAO DA CUNHA;171;MIGUEL COUTO;;26150550
